user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
PRJNA738608B_bin_658792	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E capsici	GCF_017165765.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E capsici	98.48	0.916	GCF_017165765.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E capsici	98.48	0.916	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_018968705.1, s__Pseudomonas_E lijiangensis, 95.0, 92.69, 0.835; GCF_018343775.1, s__Pseudomonas_E cichorii, 95.0, 91.9, 0.824; GCF_019719005.1, s__Pseudomonas_E cichorii_E, 95.0, 91.77, 0.821; GCF_015471405.1, s__Pseudomonas_E cichorii_D, 95.0, 90.37, 0.792; GCF_003700275.1, s__Pseudomonas_E cichorii_B, 95.0, 88.5, 0.699; GCA_029240955.1, s__Pseudomonas_E sp029240955, 95.0, 85.0, 0.206; GCF_000444135.1, s__Pseudomonas_E avellanae, 95.0, 83.25, 0.282; GCF_002699855.1, s__Pseudomonas_E amygdali, 95.0, 83.11, 0.278; GCF_001642795.1, s__Pseudomonas_E viridiflava, 95.0, 82.89, 0.308; GCF_003935425.1, s__Pseudomonas_E sp003935425, 95.0, 82.84, 0.304; GCF_002087235.1, s__Pseudomonas_E floridensis, 95.0, 82.84, 0.286; GCF_900143095.1, s__Pseudomonas_E asturiensis, 95.0, 82.78, 0.295; GCF_014358015.1, s__Pseudomonas_E triticumensis, 95.0, 82.7, 0.297; GCF_017826695.1, s__Pseudomonas_E alliivorans, 95.0, 82.57, 0.299; GCF_000452705.1, s__Pseudomonas_E syringae_F, 95.0, 82.5, 0.261; GCF_001293775.1, s__Pseudomonas_E syringae_P, 95.0, 82.49, 0.259; GCF_023278085.1, s__Pseudomonas_E syringae_Q, 95.0, 82.46, 0.283; GCF_009176725.1, s__Pseudomonas_E syringae_M, 95.0, 82.45, 0.289; GCF_027983475.1, s__Pseudomonas_E cerasi, 95.0, 82.41, 0.28; GCF_022836805.1, s__Pseudomonas_E sp022836805, 95.0, 82.37, 0.281; GCF_900100365.1, s__Pseudomonas_E cannabina, 95.0, 82.28, 0.255; GCF_003702045.1, s__Pseudomonas_E viridiflava_C, 95.0, 82.27, 0.287; GCF_900103225.1, s__Pseudomonas_E congelans, 95.0, 82.26, 0.286; GCF_002157375.1, s__Pseudomonas_E syringae_T, 95.0, 82.22, 0.284; GCF_000507185.2, s__Pseudomonas_E syringae, 95.0, 82.2, 0.277; GCF_021147775.1, s__Pseudomonas_E californiensis, 95.0, 82.2, 0.263; GCF_001400735.1, s__Pseudomonas_E caricapapayae, 95.0, 82.11, 0.256; GCF_001401155.1, s__Pseudomonas_E tremae, 95.0, 81.99, 0.239; GCF_024807945.1, s__Pseudomonas_E sp024807945, 95.0, 81.8, 0.199; GCF_001698815.1, s__Pseudomonas_E syringae_A, 95.0, 81.79, 0.201; GCF_913777995.1, s__Pseudomonas_E sp913777995, 95.0, 81.66, 0.211; GCF_000416235.1, s__Pseudomonas_E sp000416235, 95.0, 81.58, 0.205; GCA_900589395.1, s__Pseudomonas_E sp900589395, 95.0, 81.51, 0.193; GCA_900590755.1, s__Pseudomonas_E sp900590755, 95.0, 81.5, 0.191; GCF_003131185.1, s__Pseudomonas_E ovata, 95.0, 81.33, 0.2; GCF_014357575.1, s__Pseudomonas_E foliumensis, 95.0, 81.25, 0.171; GCA_900601905.1, s__Pseudomonas_E sp900601905, 95.0, 81.22, 0.187; GCA_900475325.1, s__Pseudomonas_E sp900475325, 95.0, 81.16, 0.181; GCF_002158995.1, s__Pseudomonas_E caspiana, 95.0, 81.14, 0.171; GCF_021147825.1, s__Pseudomonas_E quasicaspiana, 95.0, 81.11, 0.166; GCF_000737245.1, s__Pseudomonas_E syringae_J, 95.0, 80.95, 0.155; GCF_000829415.1, s__Pseudomonas_E sp000829415, 95.0, 80.86, 0.178; GCF_022790535.1, s__Pseudomonas_E sp022790535, 95.0, 80.84, 0.167; GCA_900585905.1, s__Pseudomonas_E sp900585905, 95.0, 80.8, 0.174; GCF_002080045.1, s__Pseudomonas_E sp002080045, 95.0, 80.79, 0.154; GCF_900602065.1, s__Pseudomonas_E sp900602065, 95.0, 80.59, 0.168	90.39	11	N/A	N/A
PRJNA738608B_bin_670633	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum	GCF_001025135.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum	98.78	0.865	GCF_001025135.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum	98.78	0.865	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_009193355.1, s__Bifidobacterium leontopitheci, 95.0, 82.7, 0.181	84.45	11	N/A	N/A
PRJNA738608B_bin_692900	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Coprenecus;s__Coprenecus sp945787505	GCA_945787505.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Coprenecus;s__Coprenecus sp945787505	96.52	0.859	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Coprenecus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCA_945787505.1, s__Coprenecus sp945787505, 95.0, 96.52, 0.859; GCA_029010575.1, s__Coprenecus sp029010575, 95.0, 93.74, 0.796	81.05	11	N/A	N/A
PRJNA738608B_bin_694369	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum;s__Anaerobiospirillum sp900543125	GCF_023050945.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum;s__Anaerobiospirillum sp900543125	96.68	0.839	GCF_023050945.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum;s__Anaerobiospirillum sp900543125	96.68	0.839	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	97.06	11	N/A	N/A
PRJNA738608B_bin_697612	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas sp000209385	GCA_902381685.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas sp000209385	99.34	0.864	GCA_902381685.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas sp000209385	99.34	0.864	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900551895.1, s__Faecalimonas sp900551895, 95.0, 87.39, 0.528; GCA_020024645.1, s__Faecalimonas sp020024645, 95.0, 83.08, 0.294; GCA_029264305.1, s__Faecalimonas sp029264305, 95.0, 82.51, 0.322	79.78	11	N/A	N/A
PRJNA738608B_bin_729841	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum soehngenii	GCF_900209925.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum soehngenii	96.66	0.735	GCF_900209925.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum soehngenii	96.66	0.735	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000173975.1, s__Anaerobutyricum hallii, 95.0, 88.27, 0.265; GCA_934317185.1, s__Anaerobutyricum sp934317185, 95.0, 87.37, 0.373; GCF_934307085.1, s__Anaerobutyricum sp934307085, 95.0, 86.9, 0.212	84.35	11	N/A	N/A
PRJNA738608B_bin_777303	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans	GCF_025150245.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans	97.9	0.713	GCF_025150245.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans	97.9	0.713	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934307335.1, s__Dorea sp934307335, 95.0, 86.95, 0.281	73.25	11	N/A	N/A
PRJNA738608B_bin_781359	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_014836325.1, s__Clostridium gallinarum, 95.0, 85.37, 0.15	57.89	11	0.92385	N/A
PRJNA738608B_bin_789982	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus hyointestinalis	GCF_900459405.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus hyointestinalis	98.1	0.854	GCF_900459405.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus hyointestinalis	98.1	0.854	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_011039275.1, s__Streptococcus hyointestinalis_A, 95.0, 94.12, 0.73; GCF_024814375.1, s__Streptococcus sciuri, 95.0, 82.3, 0.224	94.78	11	N/A	N/A
PRJNA738608B_bin_821728	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_X;s__Clostridium_X cadaveris	GCF_020911725.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_X;s__Clostridium_X cadaveris	99.56	0.905	GCF_020911725.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_X;s__Clostridium_X cadaveris	99.56	0.905	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_X;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_022773025.1, s__Clostridium_X sp022773025, 95.0, 87.02, 0.567	88.7	11	N/A	N/A
PRJNA738608B_bin_866856	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp900542875	GCF_900542875.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp900542875	97.36	0.919	GCF_900542875.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp900542875	97.36	0.919	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900772705.1, s__Eubacterium_R sp900772705, 95.0, 94.59, 0.833; GCA_900539165.1, s__Eubacterium_R sp900539165, 95.0, 86.46, 0.506	90.57	11	N/A	N/A
PRJNA738608B_bin_867082	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D upsaliensis	GCF_900637395.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D upsaliensis	97.62	0.79	GCF_900637395.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D upsaliensis	97.62	0.79	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_014217995.1, s__Campylobacter_D vulpis, 95.0, 91.38, 0.668; GCF_002080395.1, s__Campylobacter_D helveticus, 95.0, 87.82, 0.461	78.21	11	N/A	N/A
PRJNA738608B_bin_876396	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__URXU01;s__URXU01 sp900541915	GCA_900541915.1	95.0	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__URXU01;s__URXU01 sp900541915	96.15	0.88	GCA_900541915.1	95.0	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__URXU01;s__URXU01 sp900541915	96.15	0.88	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__URXU01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900545025.1, s__URXU01 sp900545025, 95.0, 90.69, 0.811; GCA_947629685.1, s__URXU01 sp947629685, 95.0, 85.93, 0.598; GCA_949285135.1, s__URXU01 sp949285135, 95.0, 85.61, 0.521; GCA_900552005.1, s__URXU01 sp900552005, 95.0, 81.26, 0.341; GCA_958448515.1, s__URXU01 sp958448515, 95.0, 79.79, 0.16	94.12	11	N/A	N/A
PRJNA738608B_bin_879691	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	GCF_001314995.1	95.19	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	96.81	0.694	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCF_001314995.1, s__Bacteroides ovatus, 95.19, 96.81, 0.694; GCA_900755095.1, s__Bacteroides sp900755095, 95.0, 95.22, 0.441; GCF_958387885.1, s__Bacteroides sp019412865, 95.0, 94.74, 0.595; GCA_019117555.1, s__Bacteroides intestinigallinarum, 95.0, 93.81, 0.528; GCF_000210075.1, s__Bacteroides xylanisolvens, 95.0, 93.63, 0.578; GCA_948436425.1, s__Bacteroides sp948436425, 95.0, 92.59, 0.572; GCA_902362375.1, s__Bacteroides sp902362375, 95.0, 91.93, 0.547; GCF_009193295.2, s__Bacteroides luhongzhouii, 95.0, 91.09, 0.479; GCA_948742525.1, s__Bacteroides caecimuris_A, 95.0, 89.61, 0.411; GCF_001688725.2, s__Bacteroides caecimuris, 95.0, 89.38, 0.376; GCA_959606905.1, s__Bacteroides sp959606905, 95.0, 88.76, 0.195; GCA_030295565.1, s__Bacteroides finegoldii, 95.57, 86.1, 0.216; GCF_009193325.2, s__Bacteroides zhangwenhongii, 95.0, 85.93, 0.213; GCF_024623065.1, s__Bacteroides acidifaciens, 95.0, 85.78, 0.248; GCF_012113595.1, s__Bacteroides faecium, 95.0, 84.93, 0.246; GCA_947038155.1, s__Bacteroides sp947038155, 95.0, 84.75, 0.213; GCA_900556625.1, s__Bacteroides sp900556625, 95.0, 84.59, 0.19; GCF_900130125.1, s__Bacteroides congonensis, 95.0, 84.41, 0.243; GCF_014750685.1, s__Bacteroides sp014750685, 95.0, 84.29, 0.258; GCF_900761785.1, s__Bacteroides sp900761785, 95.0, 84.13, 0.221; GCF_903181435.1, s__Bacteroides sp900765785, 95.0, 84.12, 0.229; GCF_902491285.1, s__Bacteroides sp902491285, 95.0, 84.09, 0.218; GCA_948847595.1, s__Bacteroides sp948847595, 95.0, 83.47, 0.164; GCF_002222615.2, s__Bacteroides caccae, 95.0, 82.59, 0.167	55.13	11	N/A	N/A
PRJNA738608B_bin_885706	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__Fusobacterium_A varium	GCF_900637705.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__Fusobacterium_A varium	98.73	0.881	GCF_900637705.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__Fusobacterium_A varium	98.73	0.881	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002356455.1, s__Fusobacterium_A varium_A, 95.0, 90.34, 0.683; GCF_900683735.1, s__Fusobacterium_A ulcerans_A, 95.0, 89.16, 0.633; GCF_003019675.1, s__Fusobacterium_A ulcerans, 95.0, 88.46, 0.581	87.27	11	N/A	N/A
PRJNA738608B_bin_911320	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__	N/A	N/A	N/A	N/A	N/A	GCF_019448115.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio faecicola	89.24	0.482	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	70.49	11	0.99534	N/A
PRJNA738608B_bin_96170	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A;s__Coprococcus_A catus	GCF_019734885.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A;s__Coprococcus_A catus	98.73	0.916	GCF_019734885.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A;s__Coprococcus_A catus	98.73	0.916	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_902381825.1, s__Coprococcus_A catus_A, 95.0, 91.83, 0.55	56.92	11	N/A	N/A
PRJNA738608C_bin_36031	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900541465	GCA_900541465.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900541465	96.29	0.62	GCA_900541465.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900541465	96.29	0.62	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019416805.1, s__Fusobacterium_B sp019416805, 95.0, 94.61, 0.675; GCF_021531595.1, s__Fusobacterium_B sp900554355, 95.0, 88.76, 0.343; GCA_020024855.1, s__Fusobacterium_B sp020024855, 95.0, 86.61, 0.17; GCA_900542625.1, s__Fusobacterium_B sp900542625, 95.0, 86.39, 0.159; GCA_019416865.1, s__Fusobacterium_B sp019416865, 95.0, 86.27, 0.155	63.69	11	N/A	N/A
PRJNA738608C_bin_44125	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__Sarcina ventriculi	GCF_900456775.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__Sarcina ventriculi	99.34	0.926	GCF_900456775.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__Sarcina ventriculi	99.34	0.926	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_030526875.1, s__Sarcina perfringens_A, 95.0, 84.33, 0.352	94.18	11	N/A	N/A
PRJNA738608C_bin_5523	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aphodousia;s__Aphodousia faecalis	GCA_018712705.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aphodousia;s__Aphodousia faecalis	96.53	0.837	GCA_018712705.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aphodousia;s__Aphodousia faecalis	96.53	0.837	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aphodousia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_905212345.1, s__Aphodousia sp905212345, 95.0, 92.21, 0.798; GCA_902388655.1, s__Aphodousia sp902388655, 95.0, 80.75, 0.18	98.47	11	N/A	N/A
PRJNA738608C_bin_56858	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__Negativibacillus sp000435195	GCA_000435195.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__Negativibacillus sp000435195	98.0	0.886	GCA_000435195.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__Negativibacillus sp000435195	98.0	0.886	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_902490335.1, s__Negativibacillus sp902490335, 95.0, 94.29, 0.852	83.83	11	N/A	N/A
PRJNA738608C_bin_89867	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp018372875	GCF_018372875.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp018372875	97.44	0.716	GCF_018372875.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp018372875	97.44	0.716	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_027692445.1, s__Clostridium sp027692445, 95.0, 95.67, 0.708; GCF_900447045.1, s__Clostridium paraputrificum, 95.0, 95.32, 0.7	68.22	11	N/A	N/A
PRJNA871950A_bin_50143	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	GCF_003697165.2	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	97.25	0.832	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCF_003697165.2, s__Escherichia coli, 95.0, 97.25, 0.832; GCF_000194175.1, s__Escherichia coli_F, 95.0, 95.79, 0.864; GCF_002965065.1, s__Escherichia sp002965065, 95.0, 94.41, 0.716; GCF_004211955.1, s__Escherichia sp004211955, 95.0, 93.04, 0.758; GCF_011881725.1, s__Escherichia coli_E, 95.0, 92.29, 0.803; GCF_005843885.1, s__Escherichia sp005843885, 95.0, 92.24, 0.753; GCF_029876145.1, s__Escherichia ruysiae, 95.0, 91.97, 0.778; GCF_014836715.1, s__Escherichia whittamii, 95.0, 91.54, 0.805; GCF_000026225.1, s__Escherichia fergusonii, 95.0, 91.07, 0.563; GCF_002900365.1, s__Escherichia marmotae, 95.0, 90.67, 0.704; GCF_000759775.1, s__Escherichia albertii, 95.0, 90.36, 0.688	95.97	11	N/A	N/A
